,entrophy,exp,fix,la,ld,lt,ndev,ns,nuc,rexp
7484,0.0,0.0,0.0,-0.15296803652968036,0.0,0.0,0.0,0.0,0.0,0.0
7485,0.0,0.0,0.0,0.3526315789473684,0.0,0.0,0.0,0.0,0.0,0.0
7486,0.0,0.0,0.0,-0.15296803652968036,0.0,0.0,0.0,0.0,0.0,0.0
7487,0.0,0.0,0.0,-0.15296803652968036,0.0,0.0,0.0,0.0,0.0,0.0
7488,0.0,0.0,0.0,-0.15296803652968036,0.0,0.0,0.0,0.0,0.0,0.0
7489,0.0,0.0,0.0,-0.15296803652968036,0.0,0.0,0.0,0.0,0.0,0.0
7490,0.0,0.0,0.0,-0.15296803652968036,0.0,0.0,0.0,0.0,0.0,0.0
7491,0.0,0.0,0.0,0.3526315789473684,0.0,0.0,0.0,0.0,0.0,0.0
7492,0.0,0.0,0.0,-0.15296803652968036,0.0,0.0,0.0,0.0,0.0,0.0
7493,0.0,0.0,0.0,-0.15296803652968036,0.0,0.0,0.0,0.0,0.0,0.0
7494,0.0,0.0,0.0,-0.15296803652968036,0.0,0.0,0.0,0.0,0.0,0.0
7495,0.0,0.0,0.0,-0.15296803652968036,0.0,0.0,0.0,0.0,0.0,0.0
7496,0.0,0.0,0.0,-0.15296803652968036,0.0,0.0,0.0,0.0,0.0,0.0
7497,0.0,0.0,0.0,-0.15296803652968036,0.0,0.0,0.0,0.0,0.0,0.0
7498,0.0,0.0,0.0,-0.15296803652968036,0.0,0.0,0.0,0.0,0.0,0.0
7499,0.0,0.0,0.0,0.3526315789473684,0.0,0.0,0.0,0.0,0.0,0.0
7500,0.0,0.0,0.0,-0.15296803652968036,0.0,0.0,0.0,0.0,0.0,0.0
7501,0.0,0.0,0.0,-0.15296803652968036,0.0,0.0,0.0,0.0,0.0,0.0
7502,0.0,0.0,0.0,-0.15296803652968036,0.0,0.0,0.0,0.0,0.0,0.0
7503,0.0,0.0,0.0,-0.15296803652968036,0.0,0.0,0.0,0.0,0.0,0.0
7504,0.0,0.0,0.0,0.3526315789473684,0.0,0.0,0.0,0.0,0.0,0.0
7505,0.0,0.0,0.0,-0.15296803652968036,0.0,0.0,0.0,0.0,0.0,0.0
7506,0.0,0.0,0.0,-0.15296803652968036,0.0,0.0,0.0,0.0,0.0,0.0
7507,0.0,0.0,0.0,0.3526315789473684,0.0,0.0,0.0,0.0,0.0,0.0
7508,0.0,0.0,0.0,-0.15296803652968036,0.0,0.0,0.0,0.0,0.0,0.0
7509,0.0,0.0,0.0,-0.15296803652968036,0.0,0.0,0.0,0.0,0.0,0.0
7510,0.0,0.0,0.0,-0.15296803652968036,0.0,0.0,0.0,0.0,0.0,0.0
7511,0.0,0.0,0.0,-0.15296803652968036,0.0,0.0,0.0,0.0,0.0,0.0
7512,0.0,0.0,0.0,-0.15296803652968036,0.0,0.0,0.0,0.0,0.0,0.0
7513,0.0,0.0,0.0,-0.15296803652968036,0.0,0.0,0.0,0.0,0.0,0.0
7514,0.0,0.0,0.0,-0.15296803652968036,0.0,0.0,0.0,0.0,0.0,0.0
7515,0.0,0.0,0.0,-0.15296803652968036,0.0,0.0,0.0,0.0,0.0,0.0
7516,0.0,0.0,0.0,-0.15296803652968036,0.0,0.0,0.0,0.0,0.0,0.0
7517,0.0,0.0,0.0,-0.15296803652968036,0.0,0.0,0.0,0.0,0.0,0.0
7518,0.0,0.0,0.0,-0.15296803652968036,0.0,0.0,0.0,0.0,0.0,0.0
7519,0.0,0.0,0.0,-0.15296803652968036,0.0,0.0,0.0,0.0,0.0,0.0
7520,0.0,0.0,0.0,-0.15296803652968036,0.0,0.0,0.0,0.0,0.0,0.0
7521,0.0,0.0,0.0,-0.15296803652968036,0.0,0.0,0.0,0.0,0.0,0.0
7522,0.0,0.0,0.0,-0.15296803652968036,0.0,0.0,0.0,0.0,0.0,0.0
7523,0.0,0.0,0.0,-0.15296803652968036,0.0,0.0,0.0,0.0,0.0,0.0
7524,0.0,0.0,0.0,-0.15296803652968036,0.0,0.0,0.0,0.0,0.0,0.0
7525,0.0,0.0,0.0,-0.15296803652968036,0.0,0.0,0.0,0.0,0.0,0.0
7526,0.0,0.0,0.0,-0.15296803652968036,0.0,0.0,0.0,0.0,0.0,0.0
7527,0.0,0.0,0.0,-0.15296803652968036,0.0,0.0,0.0,0.0,0.0,0.0
7528,0.0,0.0,0.0,-0.15296803652968036,0.0,0.0,0.0,0.0,0.0,0.0
7529,0.0,0.0,0.0,-0.15296803652968036,0.0,0.0,0.0,0.0,0.0,0.0
7530,0.0,0.0,0.0,0.3526315789473684,0.0,0.0,0.0,0.0,0.0,0.0
7531,0.0,0.0,0.0,-0.15296803652968036,0.0,0.0,0.0,0.0,0.0,0.0
7532,0.0,0.0,0.0,-0.15296803652968036,0.0,0.0,0.0,0.0,0.0,0.0
7533,0.0,0.0,0.0,-0.15296803652968036,0.0,0.0,0.0,0.0,0.0,0.0
7534,0.0,0.0,0.0,-0.15296803652968036,0.0,0.0,0.0,0.0,0.0,0.0
7535,0.0,0.0,0.0,-0.15296803652968036,0.0,0.0,0.0,0.0,0.0,0.0
7536,0.0,0.0,0.0,-0.15296803652968036,0.0,0.0,0.0,0.0,0.0,0.0
7537,0.0,0.0,0.0,-0.15296803652968036,0.0,0.0,0.0,0.0,0.0,0.0
7538,0.0,0.0,0.0,0.3526315789473684,0.0,0.0,0.0,0.0,0.0,0.0
7539,0.0,0.0,0.0,-0.15296803652968036,0.0,0.0,0.0,0.0,0.0,0.0
7540,0.0,0.0,0.0,-0.15296803652968036,0.0,0.0,0.0,0.0,0.0,0.0
7541,0.0,0.0,0.0,-0.15296803652968036,0.0,0.0,0.0,0.0,0.0,0.0
7542,0.0,0.0,0.0,-0.15296803652968036,0.0,0.0,0.0,0.0,0.0,0.0
7543,0.0,0.0,0.0,0.3526315789473684,0.0,0.0,0.0,0.0,0.0,0.0
7544,0.0,0.0,0.0,-0.15296803652968036,0.0,0.0,0.0,0.0,0.0,0.0
7545,0.0,0.0,0.0,-0.15296803652968036,0.0,0.0,0.0,0.0,0.0,0.0
7546,0.0,0.0,0.0,-0.15296803652968036,0.0,0.0,0.0,0.0,0.0,0.0
7547,0.0,0.0,0.0,-0.15296803652968036,0.0,0.0,0.0,0.0,0.0,0.0
7548,0.0,0.0,0.0,-0.15296803652968036,0.0,0.0,0.0,0.0,0.0,0.0
7549,0.0,0.0,0.0,-0.15296803652968036,0.0,0.0,0.0,0.0,0.0,0.0
7550,0.0,0.0,0.0,0.3526315789473684,0.0,0.0,0.0,0.0,0.0,0.0
7551,0.0,0.0,0.0,-0.15296803652968036,0.0,0.0,0.0,0.0,0.0,0.0
7552,0.0,0.0,0.0,-0.15296803652968036,0.0,0.0,0.0,0.0,0.0,0.0
7553,0.0,0.0,0.0,-0.15296803652968036,0.0,0.0,0.0,0.0,0.0,0.0
7554,0.0,0.0,0.0,-0.15296803652968036,0.0,0.0,0.0,0.0,0.0,0.0
7555,0.0,0.0,0.0,-0.15296803652968036,0.0,0.0,0.0,0.0,0.0,0.0
7556,0.0,0.0,0.0,-0.15296803652968036,0.0,0.0,0.0,0.0,0.0,0.0
7557,0.0,0.0,0.0,-0.15296803652968036,0.0,0.0,0.0,0.0,0.0,0.0
7558,0.0,0.0,0.0,-0.15296803652968036,0.0,0.0,0.0,0.0,0.0,0.0
7559,0.0,0.0,0.0,-0.15296803652968036,0.0,0.0,0.0,0.0,0.0,0.0
7560,0.0,0.0,0.0,-0.15296803652968036,0.0,0.0,0.0,0.0,0.0,0.0
7561,0.0,0.0,0.0,-0.15296803652968036,0.0,0.0,0.0,0.0,0.0,0.0
7562,0.0,0.0,0.0,-0.15296803652968036,0.0,0.0,0.0,0.0,0.0,0.0
7563,0.0,0.0,0.0,-0.15296803652968036,0.0,0.0,0.0,0.0,0.0,0.0
7564,0.0,0.0,0.0,-0.15296803652968036,0.0,0.0,0.0,0.0,0.0,0.0
7565,0.0,0.0,0.0,-0.15296803652968036,0.0,0.0,0.0,0.0,0.0,0.0
7566,0.0,0.0,0.0,-0.15296803652968036,0.0,0.0,0.0,0.0,0.0,0.0
7567,0.0,0.0,0.0,0.3526315789473684,0.0,0.0,0.0,0.0,0.0,0.0
7568,0.0,0.0,0.0,-0.15296803652968036,0.0,0.0,0.0,0.0,0.0,0.0
7569,0.0,0.0,0.0,-0.15296803652968036,0.0,0.0,0.0,0.0,0.0,0.0
7570,0.0,0.0,0.0,0.3526315789473684,0.0,0.0,0.0,0.0,0.0,0.0
7571,0.0,0.0,0.0,0.3526315789473684,0.0,0.0,0.0,0.0,0.0,0.0
7572,0.0,0.0,0.0,0.3526315789473684,0.0,0.0,0.0,0.0,0.0,0.0
7573,0.0,0.0,0.0,-0.15296803652968036,0.0,0.0,0.0,0.0,0.0,0.0
7574,0.0,0.0,0.0,-0.15296803652968036,0.0,0.0,0.0,0.0,0.0,0.0
7575,0.0,0.0,0.0,-0.15296803652968036,0.0,0.0,0.0,0.0,0.0,0.0
7576,0.0,0.0,0.0,-0.15296803652968036,0.0,0.0,0.0,0.0,0.0,0.0
7577,0.0,0.0,0.0,-0.15296803652968036,0.0,0.0,0.0,0.0,0.0,0.0
7578,0.0,0.0,0.0,-0.15296803652968036,0.0,0.0,0.0,0.0,0.0,0.0
7579,0.0,0.0,0.0,-0.15296803652968036,0.0,0.0,0.0,0.0,0.0,0.0
7580,0.0,0.0,0.0,-0.15296803652968036,0.0,0.0,0.0,0.0,0.0,0.0
7581,0.0,0.0,0.0,-0.15296803652968036,0.0,0.0,0.0,0.0,0.0,0.0
7582,0.0,0.0,0.0,0.3526315789473684,0.0,0.0,0.0,0.0,0.0,0.0
7583,0.0,0.0,0.0,0.3526315789473684,0.0,0.0,0.0,0.0,0.0,0.0
7584,0.0,0.0,0.0,-0.15296803652968036,0.0,0.0,0.0,0.0,0.0,0.0
7585,0.0,0.0,0.0,-0.15296803652968036,0.0,0.0,0.0,0.0,0.0,0.0
7586,0.0,0.0,0.0,-0.15296803652968036,0.0,0.0,0.0,0.0,0.0,0.0
7587,0.0,0.0,0.0,-0.15296803652968036,0.0,0.0,0.0,0.0,0.0,0.0
7588,0.0,0.0,0.0,-0.15296803652968036,0.0,0.0,0.0,0.0,0.0,0.0
7589,0.0,0.0,0.0,-0.15296803652968036,0.0,0.0,0.0,0.0,0.0,0.0
7590,0.0,0.0,0.0,-0.15296803652968036,0.0,0.0,0.0,0.0,0.0,0.0
7591,0.0,0.0,0.0,0.3526315789473684,0.0,0.0,0.0,0.0,0.0,0.0
7592,0.0,0.0,0.0,-0.15296803652968036,0.0,0.0,0.0,0.0,0.0,0.0
7593,0.0,0.0,0.0,-0.15296803652968036,0.0,0.0,0.0,0.0,0.0,0.0
7594,0.0,0.0,0.0,0.3526315789473684,0.0,0.0,0.0,0.0,0.0,0.0
7595,0.0,0.0,0.0,0.3526315789473684,0.0,0.0,0.0,0.0,0.0,0.0
7596,0.0,0.0,0.0,-0.15296803652968036,0.0,0.0,0.0,0.0,0.0,0.0
7597,0.0,0.0,0.0,-0.15296803652968036,0.0,0.0,0.0,0.0,0.0,0.0
7598,0.0,0.0,0.0,0.3526315789473684,0.0,0.0,0.0,0.0,0.0,0.0
7599,0.0,0.0,0.0,-0.15296803652968036,0.0,0.0,0.0,0.0,0.0,0.0
7600,0.0,0.0,0.0,-0.15296803652968036,0.0,0.0,0.0,0.0,0.0,0.0
7601,0.0,0.0,0.0,-0.15296803652968036,0.0,0.0,0.0,0.0,0.0,0.0
7602,0.0,0.0,0.0,-0.15296803652968036,0.0,0.0,0.0,0.0,0.0,0.0
7603,0.0,0.0,0.0,-0.15296803652968036,0.0,0.0,0.0,0.0,0.0,0.0
7604,0.0,0.0,0.0,-0.15296803652968036,0.0,0.0,0.0,0.0,0.0,0.0
7605,0.0,0.0,0.0,-0.15296803652968036,0.0,0.0,0.0,0.0,0.0,0.0
7606,0.0,0.0,0.0,-0.15296803652968036,0.0,0.0,0.0,0.0,0.0,0.0
7607,0.0,0.0,0.0,-0.15296803652968036,0.0,0.0,0.0,0.0,0.0,0.0
7608,0.0,0.0,0.0,-0.15296803652968036,0.0,0.0,0.0,0.0,0.0,0.0
7609,0.0,0.0,0.0,-0.15296803652968036,0.0,0.0,0.0,0.0,0.0,0.0
7610,0.0,0.0,0.0,-0.15296803652968036,0.0,0.0,0.0,0.0,0.0,0.0
7611,0.0,0.0,0.0,-0.15296803652968036,0.0,0.0,0.0,0.0,0.0,0.0
7612,0.0,0.0,0.0,-0.15296803652968036,0.0,0.0,0.0,0.0,0.0,0.0
7613,0.0,0.0,0.0,-0.15296803652968036,0.0,0.0,0.0,0.0,0.0,0.0
7614,0.0,0.0,0.0,-0.15296803652968036,0.0,0.0,0.0,0.0,0.0,0.0
7615,0.0,0.0,0.0,-0.15296803652968036,0.0,0.0,0.0,0.0,0.0,0.0
7616,0.0,0.0,0.0,-0.15296803652968036,0.0,0.0,0.0,0.0,0.0,0.0
7617,0.0,0.0,0.0,-0.15296803652968036,0.0,0.0,0.0,0.0,0.0,0.0
7618,0.0,0.0,0.0,-0.15296803652968036,0.0,0.0,0.0,0.0,0.0,0.0
7619,0.0,0.0,0.0,-0.15296803652968036,0.0,0.0,0.0,0.0,0.0,0.0
7620,0.0,0.0,0.0,-0.15296803652968036,0.0,0.0,0.0,0.0,0.0,0.0
7621,0.0,0.0,0.0,-0.15296803652968036,0.0,0.0,0.0,0.0,0.0,0.0
7622,0.0,0.0,0.0,-0.15296803652968036,0.0,0.0,0.0,0.0,0.0,0.0
7623,0.0,0.0,0.0,-0.15296803652968036,0.0,0.0,0.0,0.0,0.0,0.0
7624,0.0,0.0,0.0,-0.15296803652968036,0.0,0.0,0.0,0.0,0.0,0.0
7625,0.0,0.0,0.0,-0.15296803652968036,0.0,0.0,0.0,0.0,0.0,0.0
7626,0.0,0.0,0.0,-0.15296803652968036,0.0,0.0,0.0,0.0,0.0,0.0
7627,0.0,0.0,0.0,-0.15296803652968036,0.0,0.0,0.0,0.0,0.0,0.0
7628,0.0,0.0,0.0,0.3526315789473684,0.0,0.0,0.0,0.0,0.0,0.0
7629,0.0,0.0,0.0,-0.15296803652968036,0.0,0.0,0.0,0.0,0.0,0.0
7630,0.0,0.0,0.0,-0.15296803652968036,0.0,0.0,0.0,0.0,0.0,0.0
7631,0.0,0.0,0.0,-0.15296803652968036,0.0,0.0,0.0,0.0,0.0,0.0
7632,0.0,0.0,0.0,-0.15296803652968036,0.0,0.0,0.0,0.0,0.0,0.0
7633,0.0,0.0,0.0,-0.15296803652968036,0.0,0.0,0.0,0.0,0.0,0.0
7634,0.0,0.0,0.0,-0.15296803652968036,0.0,0.0,0.0,0.0,0.0,0.0
7635,0.0,0.0,0.0,-0.15296803652968036,0.0,0.0,0.0,0.0,0.0,0.0
7636,0.0,0.0,0.0,-0.15296803652968036,0.0,0.0,0.0,0.0,0.0,0.0
7637,0.0,0.0,0.0,-0.15296803652968036,0.0,0.0,0.0,0.0,0.0,0.0
7638,0.0,0.0,0.0,-0.15296803652968036,0.0,0.0,0.0,0.0,0.0,0.0
7639,0.0,0.0,0.0,-0.15296803652968036,0.0,0.0,0.0,0.0,0.0,0.0
7640,0.0,0.0,0.0,-0.15296803652968036,0.0,0.0,0.0,0.0,0.0,0.0
7641,0.0,0.0,0.0,-0.15296803652968036,0.0,0.0,0.0,0.0,0.0,0.0
7642,0.0,0.0,0.0,-0.15296803652968036,0.0,0.0,0.0,0.0,0.0,0.0
7643,0.0,0.0,0.0,-0.15296803652968036,0.0,0.0,0.0,0.0,0.0,0.0
7644,0.0,0.0,0.0,-0.15296803652968036,0.0,0.0,0.0,0.0,0.0,0.0
7645,0.0,0.0,0.0,-0.15296803652968036,0.0,0.0,0.0,0.0,0.0,0.0
7646,0.0,0.0,0.0,-0.15296803652968036,0.0,0.0,0.0,0.0,0.0,0.0
7647,0.0,0.0,0.0,-0.15296803652968036,0.0,0.0,0.0,0.0,0.0,0.0
7648,0.0,0.0,0.0,-0.15296803652968036,0.0,0.0,0.0,0.0,0.0,0.0
7649,0.0,0.0,0.0,-0.15296803652968036,0.0,0.0,0.0,0.0,0.0,0.0
7650,0.0,0.0,0.0,-0.15296803652968036,0.0,0.0,0.0,0.0,0.0,0.0
7651,0.0,0.0,0.0,-0.15296803652968036,0.0,0.0,0.0,0.0,0.0,0.0
7652,0.0,0.0,0.0,-0.15296803652968036,0.0,0.0,0.0,0.0,0.0,0.0
7653,0.0,0.0,0.0,-0.15296803652968036,0.0,0.0,0.0,0.0,0.0,0.0
7654,0.0,0.0,0.0,-0.15296803652968036,0.0,0.0,0.0,0.0,0.0,0.0
7655,0.0,0.0,0.0,-0.15296803652968036,0.0,0.0,0.0,0.0,0.0,0.0
7656,0.0,0.0,0.0,-0.15296803652968036,0.0,0.0,0.0,0.0,0.0,0.0
7657,0.0,0.0,0.0,-0.15296803652968036,0.0,0.0,0.0,0.0,0.0,0.0
7658,0.0,0.0,0.0,-0.15296803652968036,0.0,0.0,0.0,0.0,0.0,0.0
7659,0.0,0.0,0.0,0.3526315789473684,0.0,0.0,0.0,0.0,0.0,0.0
7660,0.0,0.0,0.0,-0.15296803652968036,0.0,0.0,0.0,0.0,0.0,0.0
7661,0.0,0.0,0.0,-0.15296803652968036,0.0,0.0,0.0,0.0,0.0,0.0
7662,0.0,0.0,0.0,-0.15296803652968036,0.0,0.0,0.0,0.0,0.0,0.0
7663,0.0,0.0,0.0,0.3526315789473684,0.0,0.0,0.0,0.0,0.0,0.0
7664,0.0,0.0,0.0,-0.15296803652968036,0.0,0.0,0.0,0.0,0.0,0.0
7665,0.0,0.0,0.0,-0.15296803652968036,0.0,0.0,0.0,0.0,0.0,0.0
7666,0.0,0.0,0.0,-0.15296803652968036,0.0,0.0,0.0,0.0,0.0,0.0
7667,0.0,0.0,0.0,-0.15296803652968036,0.0,0.0,0.0,0.0,0.0,0.0
7668,0.0,0.0,0.0,-0.15296803652968036,0.0,0.0,0.0,0.0,0.0,0.0
7669,0.0,0.0,0.0,0.3526315789473684,0.0,0.0,0.0,0.0,0.0,0.0
7670,0.0,0.0,0.0,-0.15296803652968036,0.0,0.0,0.0,0.0,0.0,0.0
7671,0.0,0.0,0.0,0.3526315789473684,0.0,0.0,0.0,0.0,0.0,0.0
7672,0.0,0.0,0.0,-0.15296803652968036,0.0,0.0,0.0,0.0,0.0,0.0
7673,0.0,0.0,0.0,-0.15296803652968036,0.0,0.0,0.0,0.0,0.0,0.0
7674,0.0,0.0,0.0,-0.15296803652968036,0.0,0.0,0.0,0.0,0.0,0.0
7675,0.0,0.0,0.0,-0.15296803652968036,0.0,0.0,0.0,0.0,0.0,0.0
7676,0.0,0.0,0.0,-0.15296803652968036,0.0,0.0,0.0,0.0,0.0,0.0
7677,0.0,0.0,0.0,-0.15296803652968036,0.0,0.0,0.0,0.0,0.0,0.0
7678,0.0,0.0,0.0,0.3526315789473684,0.0,0.0,0.0,0.0,0.0,0.0
7679,0.0,0.0,0.0,-0.15296803652968036,0.0,0.0,0.0,0.0,0.0,0.0
7680,0.0,0.0,0.0,-0.261904761904762,0.0,0.0,0.0,0.0,0.0,0.0
7681,0.0,0.0,0.0,0.1666666666666666,0.0,0.0,0.0,0.0,0.0,0.0
7682,0.0,0.0,0.0,0.1666666666666666,0.0,0.0,0.0,0.0,0.0,0.0
7683,0.0,0.0,0.0,0.1666666666666666,0.0,0.0,0.0,0.0,0.0,0.0
7684,0.0,0.0,0.0,0.1666666666666666,0.0,0.0,0.0,0.0,0.0,0.0
7685,0.0,0.0,0.0,0.1666666666666666,0.0,0.0,0.0,0.0,0.0,0.0
7686,0.0,0.0,0.0,-0.261904761904762,0.0,0.0,0.0,0.0,0.0,0.0
7687,0.0,0.0,0.0,0.1666666666666666,0.0,0.0,0.0,0.0,0.0,0.0
7688,0.0,0.0,0.0,0.1666666666666666,0.0,0.0,0.0,0.0,0.0,0.0
7689,0.0,0.0,0.0,0.1666666666666666,0.0,0.0,0.0,0.0,0.0,0.0
7690,0.0,0.0,0.0,0.1666666666666666,0.0,0.0,0.0,0.0,0.0,0.0
7691,0.0,0.0,0.0,0.1666666666666666,0.0,0.0,0.0,0.0,0.0,0.0
7692,0.0,0.0,0.0,0.1666666666666666,0.0,0.0,0.0,0.0,0.0,0.0
7693,0.0,0.0,0.0,0.1666666666666666,0.0,0.0,0.0,0.0,0.0,0.0
7694,0.0,0.0,0.0,0.1666666666666666,0.0,0.0,0.0,0.0,0.0,0.0
7695,0.0,0.0,0.0,-0.261904761904762,0.0,0.0,0.0,0.0,0.0,0.0
7696,0.0,0.0,0.0,-0.261904761904762,0.0,0.0,0.0,0.0,0.0,0.0
7697,0.0,0.0,0.0,0.1666666666666666,0.0,0.0,0.0,0.0,0.0,0.0
7698,0.0,0.0,0.0,0.1666666666666666,0.0,0.0,0.0,0.0,0.0,0.0
7699,0.0,0.0,0.0,0.1666666666666666,0.0,0.0,0.0,0.0,0.0,0.0
7700,0.0,0.0,0.0,0.1666666666666666,0.0,0.0,0.0,0.0,0.0,0.0
7701,0.0,0.0,0.0,0.1666666666666666,0.0,0.0,0.0,0.0,0.0,0.0
7702,0.0,0.0,0.0,0.1666666666666666,0.0,0.0,0.0,0.0,0.0,0.0
7703,0.0,0.0,0.0,-0.261904761904762,0.0,0.0,0.0,0.0,0.0,0.0
7704,0.0,0.0,0.0,-0.261904761904762,0.0,0.0,0.0,0.0,0.0,0.0
7705,0.0,0.0,0.0,-0.261904761904762,0.0,0.0,0.0,0.0,0.0,0.0
7706,0.0,0.0,0.0,-0.261904761904762,0.0,0.0,0.0,0.0,0.0,0.0
7707,0.0,0.0,0.0,0.1666666666666666,0.0,0.0,0.0,0.0,0.0,0.0
7708,0.0,0.0,0.0,-0.261904761904762,0.0,0.0,0.0,0.0,0.0,0.0
7709,0.0,0.0,0.0,-0.261904761904762,0.0,0.0,0.0,0.0,0.0,0.0
7710,0.0,0.0,0.0,0.1666666666666666,0.0,0.0,0.0,0.0,0.0,0.0
7711,0.0,0.0,0.0,0.1666666666666666,0.0,0.0,0.0,0.0,0.0,0.0
7712,0.0,0.0,0.0,-0.261904761904762,0.0,0.0,0.0,0.0,0.0,0.0
7713,0.0,0.0,0.0,0.1666666666666666,0.0,0.0,0.0,0.0,0.0,0.0
7714,0.0,0.0,0.0,0.1666666666666666,0.0,0.0,0.0,0.0,0.0,0.0
7715,0.0,0.0,0.0,-0.261904761904762,0.0,0.0,0.0,0.0,0.0,0.0
7716,0.0,0.0,0.0,0.1666666666666666,0.0,0.0,0.0,0.0,0.0,0.0
7717,0.0,0.0,0.0,-0.261904761904762,0.0,0.0,0.0,0.0,0.0,0.0
7718,0.0,0.0,0.0,-0.261904761904762,0.0,0.0,0.0,0.0,0.0,0.0
7719,0.0,0.0,0.0,-0.261904761904762,0.0,0.0,0.0,0.0,0.0,0.0
7720,0.0,0.0,0.0,-0.261904761904762,0.0,0.0,0.0,0.0,0.0,0.0
7721,0.0,0.0,0.0,-0.261904761904762,0.0,0.0,0.0,0.0,0.0,0.0
7722,0.0,0.0,0.0,-0.261904761904762,0.0,0.0,0.0,0.0,0.0,0.0
7723,0.0,0.0,0.0,-0.261904761904762,0.0,0.0,0.0,0.0,0.0,0.0
7724,0.0,0.0,0.0,-0.261904761904762,0.0,0.0,0.0,0.0,0.0,0.0
7725,0.0,0.0,0.0,-0.261904761904762,0.0,0.0,0.0,0.0,0.0,0.0
7726,0.0,0.0,0.0,-0.261904761904762,0.0,0.0,0.0,0.0,0.0,0.0
7727,0.0,0.0,0.0,0.1666666666666666,0.0,0.0,0.0,0.0,0.0,0.0
7728,0.0,0.0,0.0,-0.261904761904762,0.0,0.0,0.0,0.0,0.0,0.0
7729,0.0,0.0,0.0,-0.261904761904762,0.0,0.0,0.0,0.0,0.0,0.0
7730,0.0,0.0,0.0,-0.261904761904762,0.0,0.0,0.0,0.0,0.0,0.0
7731,0.0,0.0,0.0,-0.261904761904762,0.0,0.0,0.0,0.0,0.0,0.0
7732,0.0,0.0,0.0,-0.261904761904762,0.0,0.0,0.0,0.0,0.0,0.0
7733,0.0,0.0,0.0,0.1666666666666666,0.0,0.0,0.0,0.0,0.0,0.0
7734,0.0,0.0,0.0,-0.261904761904762,0.0,0.0,0.0,0.0,0.0,0.0
7735,0.0,0.0,0.0,-0.261904761904762,0.0,0.0,0.0,0.0,0.0,0.0
7736,0.0,0.0,0.0,-0.261904761904762,0.0,0.0,0.0,0.0,0.0,0.0
7737,0.0,0.0,0.0,-0.261904761904762,0.0,0.0,0.0,0.0,0.0,0.0
7738,0.0,0.0,0.0,0.1666666666666666,0.0,0.0,0.0,0.0,0.0,0.0
7739,0.0,0.0,0.0,0.1666666666666666,0.0,0.0,0.0,0.0,0.0,0.0
7740,0.0,0.0,0.0,0.1666666666666666,0.0,0.0,0.0,0.0,0.0,0.0
7741,0.0,0.0,0.0,0.1666666666666666,0.0,0.0,0.0,0.0,0.0,0.0
7742,0.0,0.0,0.0,-0.261904761904762,0.0,0.0,0.0,0.0,0.0,0.0
7743,0.0,0.0,0.0,0.1666666666666666,0.0,0.0,0.0,0.0,0.0,0.0
7744,0.0,0.0,0.0,0.1666666666666666,0.0,0.0,0.0,0.0,0.0,0.0
7745,0.0,0.0,0.0,-0.261904761904762,0.0,0.0,0.0,0.0,0.0,0.0
7746,0.0,0.0,0.0,0.1666666666666666,0.0,0.0,0.0,0.0,0.0,0.0
7747,0.0,0.0,0.0,-0.261904761904762,0.0,0.0,0.0,0.0,0.0,0.0
7748,0.0,0.0,0.0,0.1666666666666666,0.0,0.0,0.0,0.0,0.0,0.0
7749,0.0,0.0,0.0,-0.261904761904762,0.0,0.0,0.0,0.0,0.0,0.0
7750,0.0,0.0,0.0,-0.261904761904762,0.0,0.0,0.0,0.0,0.0,0.0
7751,0.0,0.0,0.0,-0.261904761904762,0.0,0.0,0.0,0.0,0.0,0.0
7752,0.0,0.0,0.0,0.1666666666666666,0.0,0.0,0.0,0.0,0.0,0.0
7753,0.0,0.0,0.0,0.1666666666666666,0.0,0.0,0.0,0.0,0.0,0.0
7754,0.0,0.0,0.0,0.1666666666666666,0.0,0.0,0.0,0.0,0.0,0.0
7755,0.0,0.0,0.0,-0.261904761904762,0.0,0.0,0.0,0.0,0.0,0.0
7756,0.0,0.0,0.0,-0.261904761904762,0.0,0.0,0.0,0.0,0.0,0.0
7757,0.0,0.0,0.0,-0.261904761904762,0.0,0.0,0.0,0.0,0.0,0.0
7758,0.0,0.0,0.0,0.1666666666666666,0.0,0.0,0.0,0.0,0.0,0.0
7759,0.0,0.0,0.0,-0.261904761904762,0.0,0.0,0.0,0.0,0.0,0.0
7760,0.0,0.0,0.0,0.1666666666666666,0.0,0.0,0.0,0.0,0.0,0.0
7761,0.0,0.0,0.0,-0.261904761904762,0.0,0.0,0.0,0.0,0.0,0.0
7762,0.0,0.0,0.0,0.1666666666666666,0.0,0.0,0.0,0.0,0.0,0.0
7763,0.0,0.0,0.0,0.1666666666666666,0.0,0.0,0.0,0.0,0.0,0.0
7764,0.0,0.0,0.0,0.1666666666666666,0.0,0.0,0.0,0.0,0.0,0.0
7765,0.0,0.0,0.0,0.1666666666666666,0.0,0.0,0.0,0.0,0.0,0.0
7766,0.0,0.0,0.0,-0.261904761904762,0.0,0.0,0.0,0.0,0.0,0.0
7767,0.0,0.0,0.0,-0.261904761904762,0.0,0.0,0.0,0.0,0.0,0.0
7768,0.0,0.0,0.0,0.1666666666666666,0.0,0.0,0.0,0.0,0.0,0.0
7769,0.0,0.0,0.0,-0.261904761904762,0.0,0.0,0.0,0.0,0.0,0.0
7770,0.0,0.0,0.0,0.1666666666666666,0.0,0.0,0.0,0.0,0.0,0.0
