,age,exp,fix,la,ld,lt,ndev,ns,nuc,rexp,sexp
1858,0.0,0.0,0.0,0.09760736245759091,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1859,0.0,0.0,0.0,-0.3449532923217134,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1860,0.0,0.0,0.0,0.09760736245759091,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1861,0.0,0.0,0.0,-0.3449532923217134,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1862,0.0,0.0,0.0,-0.3449532923217134,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1863,0.0,0.0,0.0,-0.3449532923217134,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1864,0.0,0.0,0.0,0.09760736245759091,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1865,0.0,0.0,0.0,0.09760736245759091,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1866,0.0,0.0,0.0,0.09760736245759091,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1867,0.0,0.0,0.0,0.09760736245759091,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1868,0.0,0.0,0.0,-0.3449532923217134,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1869,0.0,0.0,0.0,-0.3449532923217134,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1870,0.0,0.0,0.0,-0.3449532923217134,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1871,0.0,0.0,0.0,-0.3449532923217134,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1872,0.0,0.0,0.0,0.09760736245759091,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1873,0.0,0.0,0.0,0.09760736245759091,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1874,0.0,0.0,0.0,-0.3449532923217134,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1875,0.0,0.0,0.0,-0.3449532923217134,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1876,0.0,0.0,0.0,-0.3449532923217134,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1877,0.0,0.0,0.0,0.09760736245759091,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1878,0.0,0.0,0.0,-0.3449532923217134,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1879,0.0,0.0,0.0,0.09760736245759091,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1880,0.0,0.0,0.0,0.09760736245759091,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1881,0.0,0.0,0.0,-0.3449532923217134,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1882,0.0,0.0,0.0,-0.3449532923217134,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1883,0.0,0.0,0.0,0.09760736245759091,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1884,0.0,0.0,0.0,-0.3449532923217134,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1885,0.0,0.0,0.0,-0.3449532923217134,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1886,0.0,0.0,0.0,-0.3449532923217134,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1887,0.0,0.0,0.0,-0.3449532923217134,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1888,0.0,0.0,0.0,0.09760736245759091,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1889,0.0,0.0,0.0,0.09760736245759091,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1890,0.0,0.0,0.0,0.09760736245759091,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1891,0.0,0.0,0.0,-0.3449532923217134,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1892,0.0,0.0,0.0,-0.3449532923217134,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1893,0.0,0.0,0.0,0.09760736245759091,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1894,0.0,0.0,0.0,-0.3449532923217134,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1895,0.0,0.0,0.0,0.09760736245759091,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1896,0.0,0.0,0.0,0.09760736245759091,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1897,0.0,0.0,0.0,-0.3449532923217134,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1898,0.0,0.0,0.0,-0.3449532923217134,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1899,0.0,0.0,0.0,0.09760736245759091,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1900,0.0,0.0,0.0,-0.3449532923217134,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1901,0.0,0.0,0.0,0.09760736245759091,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1902,0.0,0.0,0.0,-0.3449532923217134,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1903,0.0,0.0,0.0,-0.3449532923217134,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1904,0.0,0.0,0.0,0.09760736245759091,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1905,0.0,0.0,0.0,0.09760736245759091,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1906,0.0,0.0,0.0,-0.3449532923217134,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1907,0.0,0.0,0.0,-0.3449532923217134,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1908,0.0,0.0,0.0,-0.3449532923217134,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1909,0.0,0.0,0.0,0.09760736245759091,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1910,0.0,0.0,0.0,-0.3449532923217134,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1911,0.0,0.0,0.0,-0.3449532923217134,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1912,0.0,0.0,0.0,0.09760736245759091,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1913,0.0,0.0,0.0,-0.3449532923217134,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1914,0.0,0.0,0.0,0.09760736245759091,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1915,0.0,0.0,0.0,0.09760736245759091,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1916,0.0,0.0,0.0,-0.3449532923217134,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1917,0.0,0.0,0.0,0.09760736245759091,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1918,0.0,0.0,0.0,-0.3449532923217134,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1919,0.0,0.0,0.0,0.09760736245759091,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1920,0.0,0.0,0.0,0.09760736245759091,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1921,0.0,0.0,0.0,-0.3449532923217134,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1922,0.0,0.0,0.0,-0.3449532923217134,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1923,0.0,0.0,0.0,-0.3449532923217134,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1924,0.0,0.0,0.0,0.09760736245759091,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1925,0.0,0.0,0.0,-0.3449532923217134,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1926,0.0,0.0,0.0,-0.3449532923217134,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1927,0.0,0.0,0.0,-0.3449532923217134,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1928,0.0,0.0,0.0,0.09760736245759091,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1929,0.0,0.0,0.0,-0.3449532923217134,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1930,0.0,0.0,0.0,-0.3449532923217134,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1931,0.0,0.0,0.0,-0.3449532923217134,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1932,0.0,0.0,0.0,-0.3449532923217134,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1933,0.0,0.0,0.0,0.09760736245759091,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1934,0.0,0.0,0.0,-0.3449532923217134,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1935,0.0,0.0,0.0,-0.3449532923217134,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1936,0.0,0.0,0.0,-0.3449532923217134,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1937,0.0,0.0,0.0,0.09760736245759091,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1938,0.0,0.0,0.0,-0.3449532923217134,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1939,0.0,0.0,0.0,0.09760736245759091,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1940,0.0,0.0,0.0,0.09760736245759091,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1941,0.0,0.0,0.0,0.09760736245759091,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1942,0.0,0.0,0.0,0.09760736245759091,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1943,0.0,0.0,0.0,-0.3449532923217134,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1944,0.0,0.0,0.0,-0.3449532923217134,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1945,0.0,0.0,0.0,-0.3449532923217134,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1946,0.0,0.0,0.0,0.09760736245759091,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1947,0.0,0.0,0.0,0.09760736245759091,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1948,0.0,0.0,0.0,-0.3449532923217134,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1949,0.0,0.0,0.0,0.09760736245759091,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1950,0.0,0.0,0.0,0.09760736245759091,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1951,0.0,0.0,0.0,-0.3449532923217134,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1952,0.0,0.0,0.0,0.09760736245759091,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1953,0.0,0.0,0.0,-0.3449532923217134,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1954,0.0,0.0,0.0,0.09760736245759091,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1955,0.0,0.0,0.0,0.09760736245759091,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1956,0.0,0.0,0.0,0.09760736245759091,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1957,0.0,0.0,0.0,0.09760736245759091,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1958,0.0,0.0,0.0,-0.3449532923217134,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1959,0.0,0.0,0.0,0.09760736245759091,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1960,0.0,0.0,0.0,0.09760736245759091,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1961,0.0,0.0,0.0,-0.3449532923217134,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1962,0.0,0.0,0.0,0.09760736245759091,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1963,0.0,0.0,0.0,-0.3449532923217134,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1964,0.0,0.0,0.0,0.09760736245759091,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1965,0.0,0.0,0.0,-0.3449532923217134,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1966,0.0,0.0,0.0,-0.3449532923217134,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1967,0.0,0.0,0.0,0.09760736245759091,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1968,0.0,0.0,0.0,-0.3449532923217134,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1969,0.0,0.0,0.0,-0.3449532923217134,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1970,0.0,0.0,0.0,-0.3449532923217134,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1971,0.0,0.0,0.0,-0.3449532923217134,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1972,0.0,0.0,0.0,-0.3449532923217134,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1973,0.0,0.0,0.0,-0.3449532923217134,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1974,0.0,0.0,0.0,-0.3449532923217134,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1975,0.0,0.0,0.0,0.09760736245759091,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1976,0.0,0.0,0.0,-0.3449532923217134,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1977,0.0,0.0,0.0,-0.3449532923217134,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1978,0.0,0.0,0.0,-0.3449532923217134,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1979,0.0,0.0,0.0,-0.3449532923217134,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1980,0.0,0.0,0.0,0.09760736245759091,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1981,0.0,0.0,0.0,-0.3449532923217134,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1982,0.0,0.0,0.0,0.09760736245759091,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1983,0.0,0.0,0.0,-0.3449532923217134,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1984,0.0,0.0,0.0,-0.3449532923217134,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1985,0.0,0.0,0.0,0.09760736245759091,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1986,0.0,0.0,0.0,0.09760736245759091,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1987,0.0,0.0,0.0,0.09760736245759091,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1988,0.0,0.0,0.0,-0.3449532923217134,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1989,0.0,0.0,0.0,-0.3449532923217134,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1990,0.0,0.0,0.0,-0.3449532923217134,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1991,0.0,0.0,0.0,-0.3449532923217134,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1992,0.0,0.0,0.0,-0.3449532923217134,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1993,0.0,0.0,0.0,-0.3449532923217134,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1994,0.0,0.0,0.0,0.09760736245759091,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1995,0.0,0.0,0.0,-0.3449532923217134,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1996,0.0,0.0,0.0,-0.3449532923217134,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1997,0.0,0.0,0.0,-0.3449532923217134,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1998,0.0,0.0,0.0,0.09760736245759091,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999,0.0,0.0,0.0,0.09760736245759091,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000,0.0,0.0,0.0,-0.3449532923217134,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2001,0.0,0.0,0.0,0.09760736245759091,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2002,0.0,0.0,0.0,-0.3449532923217134,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2003,0.0,0.0,0.0,0.09760736245759091,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2004,0.0,0.0,0.0,-0.3449532923217134,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005,0.0,0.0,0.0,0.078715000880481,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006,0.0,0.0,0.0,0.078715000880481,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007,0.0,0.0,0.0,-0.33887474955325725,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008,0.0,0.0,0.0,-0.33887474955325725,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009,0.0,0.0,0.0,-0.33887474955325725,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010,0.0,0.0,0.0,0.078715000880481,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011,0.0,0.0,0.0,-0.33887474955325725,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012,0.0,0.0,0.0,-0.33887474955325725,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013,0.0,0.0,0.0,0.078715000880481,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014,0.0,0.0,0.0,-0.33887474955325725,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,0.0,0.0,0.0,0.078715000880481,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016,0.0,0.0,0.0,0.078715000880481,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017,0.0,0.0,0.0,-0.33887474955325725,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,0.0,0.0,0.0,0.078715000880481,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,0.0,0.0,0.0,-0.33887474955325725,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,0.0,0.0,0.0,0.078715000880481,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,0.0,0.0,0.0,0.078715000880481,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,0.0,0.0,0.0,-0.33887474955325725,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023,0.0,0.0,0.0,-0.33887474955325725,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,0.0,0.0,0.0,-0.33887474955325725,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,0.0,0.0,0.0,0.078715000880481,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026,0.0,0.0,0.0,-0.33887474955325725,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2027,0.0,0.0,0.0,-0.33887474955325725,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2028,0.0,0.0,0.0,-0.33887474955325725,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2029,0.0,0.0,0.0,0.078715000880481,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2030,0.0,0.0,0.0,-0.33887474955325725,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2031,0.0,0.0,0.0,-0.33887474955325725,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2032,0.0,0.0,0.0,-0.33887474955325725,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2033,0.0,0.0,0.0,-0.33887474955325725,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2034,0.0,0.0,0.0,0.078715000880481,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2035,0.0,0.0,0.0,-0.33887474955325725,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2036,0.0,0.0,0.0,-0.33887474955325725,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2037,0.0,0.0,0.0,-0.33887474955325725,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2038,0.0,0.0,0.0,0.078715000880481,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2039,0.0,0.0,0.0,-0.33887474955325725,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2040,0.0,0.0,0.0,0.078715000880481,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2041,0.0,0.0,0.0,0.078715000880481,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2042,0.0,0.0,0.0,0.078715000880481,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2043,0.0,0.0,0.0,0.078715000880481,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2044,0.0,0.0,0.0,-0.33887474955325725,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2045,0.0,0.0,0.0,-0.33887474955325725,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2046,0.0,0.0,0.0,-0.33887474955325725,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2047,0.0,0.0,0.0,0.078715000880481,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2048,0.0,0.0,0.0,0.078715000880481,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2049,0.0,0.0,0.0,-0.33887474955325725,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2050,0.0,0.0,0.0,0.078715000880481,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2051,0.0,0.0,0.0,0.078715000880481,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2052,0.0,0.0,0.0,-0.33887474955325725,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2053,0.0,0.0,0.0,0.078715000880481,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2054,0.0,0.0,0.0,-0.33887474955325725,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2055,0.0,0.0,0.0,0.078715000880481,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2056,0.0,0.0,0.0,0.078715000880481,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2057,0.0,0.0,0.0,0.078715000880481,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2058,0.0,0.0,0.0,0.078715000880481,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2059,0.0,0.0,0.0,-0.33887474955325725,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2060,0.0,0.0,0.0,0.078715000880481,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2061,0.0,0.0,0.0,0.078715000880481,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2062,0.0,0.0,0.0,-0.33887474955325725,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2063,0.0,0.0,0.0,0.078715000880481,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2064,0.0,0.0,0.0,-0.33887474955325725,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2065,0.0,0.0,0.0,0.078715000880481,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2066,0.0,0.0,0.0,-0.33887474955325725,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2067,0.0,0.0,0.0,-0.33887474955325725,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2068,0.0,0.0,0.0,0.078715000880481,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2069,0.0,0.0,0.0,-0.33887474955325725,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2070,0.0,0.0,0.0,-0.33887474955325725,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2071,0.0,0.0,0.0,-0.33887474955325725,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2072,0.0,0.0,0.0,-0.33887474955325725,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2073,0.0,0.0,0.0,-0.33887474955325725,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2074,0.0,0.0,0.0,-0.33887474955325725,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2075,0.0,0.0,0.0,-0.33887474955325725,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2076,0.0,0.0,0.0,0.078715000880481,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2077,0.0,0.0,0.0,-0.33887474955325725,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2078,0.0,0.0,0.0,-0.33887474955325725,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2079,0.0,0.0,0.0,-0.33887474955325725,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2080,0.0,0.0,0.0,-0.33887474955325725,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2081,0.0,0.0,0.0,0.078715000880481,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2082,0.0,0.0,0.0,-0.33887474955325725,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2083,0.0,0.0,0.0,0.078715000880481,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2084,0.0,0.0,0.0,-0.33887474955325725,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2085,0.0,0.0,0.0,-0.33887474955325725,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2086,0.0,0.0,0.0,0.078715000880481,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2087,0.0,0.0,0.0,0.078715000880481,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2088,0.0,0.0,0.0,0.078715000880481,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2089,0.0,0.0,0.0,-0.33887474955325725,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2090,0.0,0.0,0.0,-0.33887474955325725,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2091,0.0,0.0,0.0,-0.33887474955325725,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2092,0.0,0.0,0.0,-0.33887474955325725,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2093,0.0,0.0,0.0,-0.33887474955325725,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2094,0.0,0.0,0.0,-0.33887474955325725,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2095,0.0,0.0,0.0,0.078715000880481,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2096,0.0,0.0,0.0,-0.33887474955325725,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2097,0.0,0.0,0.0,-0.33887474955325725,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2098,0.0,0.0,0.0,-0.33887474955325725,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2099,0.0,0.0,0.0,0.078715000880481,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2100,0.0,0.0,0.0,0.078715000880481,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2101,0.0,0.0,0.0,-0.33887474955325725,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2102,0.0,0.0,0.0,0.078715000880481,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2103,0.0,0.0,0.0,-0.33887474955325725,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2104,0.0,0.0,0.0,0.078715000880481,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2105,0.0,0.0,0.0,-0.33887474955325725,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2106,0.0,0.0,0.0,-0.33887474955325725,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2107,0.0,0.0,0.0,-0.33887474955325725,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2108,0.0,0.0,0.0,0.078715000880481,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2109,0.0,0.0,0.0,-0.33887474955325725,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2110,0.0,0.0,0.0,0.078715000880481,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2111,0.0,0.0,0.0,0.078715000880481,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2112,0.0,0.0,0.0,-0.33887474955325725,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2113,0.0,0.0,0.0,-0.33887474955325725,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2114,0.0,0.0,0.0,-0.33887474955325725,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2115,0.0,0.0,0.0,-0.33887474955325725,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2116,0.0,0.0,0.0,0.078715000880481,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2117,0.0,0.0,0.0,0.078715000880481,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2118,0.0,0.0,0.0,0.078715000880481,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2119,0.0,0.0,0.0,-0.33887474955325725,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2120,0.0,0.0,0.0,-0.33887474955325725,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2121,0.0,0.0,0.0,0.078715000880481,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2122,0.0,0.0,0.0,-0.33887474955325725,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2123,0.0,0.0,0.0,-0.33887474955325725,0.0,0.0,0.0,0.0,0.0,0.0,0.0
